prefix,path,method,tags,summary,description,operation_id,path_params,required_query_params,optional_query_params,request_body_content_types,request_body_schema,success_codes,success_response_schema,notes
product,/product/inventoryLocation/{id},DELETE,product/inventoryLocation,Delete product inventory location. Only available for Logistics Basic.,,ProductInventoryLocation_delete,id (Element ID),,,,,204,204:application/json,Only available for Logistics Basic
product,/product/inventoryLocation/{id},GET,product/inventoryLocation,Get inventory location by ID. Only available for Logistics Basic.,,ProductInventoryLocation_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProductInventoryLocation,Only available for Logistics Basic
product,/product/inventoryLocation/{id},PUT,product/inventoryLocation,Update product inventory location. Only available for Logistics Basic.,,ProductInventoryLocation_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProductInventoryLocation,200,200:application/json:ResponseWrapperProductInventoryLocation,Only available for Logistics Basic
product,/product/list,POST,product,Add multiple products.,,ProductList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Product],201,201:application/json:ListResponseProduct,
product,/product/list,PUT,product,Update a list of products.,,ProductList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Product],200,200:application/json:ListResponseProduct,
product,/product/logisticsSettings,GET,product/logisticsSettings,Get logistics settings for the logged in company.,,ProductLogisticsSettings_get,,,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperLogisticsSettings,
product,/product/logisticsSettings,PUT,product/logisticsSettings,Update logistics settings for the logged in company.,,ProductLogisticsSettings_put,,,,application/json; charset=utf-8,application/json; charset=utf-8:LogisticsSettings,200,200:application/json:ResponseWrapperLogisticsSettings,
product,/product/productPrice,GET,product/productPrice,Find prices for a product. Only available for Logistics Basic.,,ProductProductPrice_search,,productId (Equals),"fromDate (From and including); toDate (To and excluding); showOnlyLastPrice (If showOnlyLastPrice is true, fromDate and toDate are ignored and only last price of the product is send back.); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern)",,,200,200:application/json:ListResponseProductPrice,Only available for Logistics Basic
product,/product/supplierProduct,GET,product/supplierProduct,Find products corresponding with sent data.,,ProductSupplierProduct_search,,,productId (Id of product to find supplier products for.); resaleIds (List of IDs); vendorId (Id of vendor to find supplier products for.); query (Containing); isInactive (Equals); productGroupId (List of IDs); count (Number of elements to return); fields (Fields filter pattern); targetCurrencyId (The target currency ID for price conversion.); from (From index); sorting (Sorting pattern),,,200,200:application/json:ListResponseSupplierProduct,
product,/product/supplierProduct,POST,product/supplierProduct,Create new supplierProduct.,,ProductSupplierProduct_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:SupplierProduct,201,201:application/json:ResponseWrapperSupplierProduct,
product,/product/supplierProduct/getSupplierProductsByIds,POST,product/supplierProduct,Find the products by ids. Method was added as a POST because GET request header has a maximum size that we can exceed with customers that a lot of products.,,ProductSupplierProductGetSupplierProductsByIds_getSupplierProductsByIds,,,,application/json,application/json:array[SupplierProduct],201,201:application/json:ListResponseSupplierProduct,
product,/product/supplierProduct/list,POST,product/supplierProduct,Create list of new supplierProduct.,,ProductSupplierProductList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[SupplierProduct],201,201:application/json:ListResponseSupplierProduct,
product,/product/supplierProduct/list,PUT,product/supplierProduct,Update a list of supplierProduct.,,ProductSupplierProductList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[SupplierProduct],200,200:application/json:ListResponseSupplierProduct,
product,/product/supplierProduct/{id},DELETE,product/supplierProduct,Delete supplierProduct.,,ProductSupplierProduct_delete,id (Element ID),,,,,204,204:application/json,
product,/product/supplierProduct/{id},GET,product/supplierProduct,Get supplierProduct by ID.,,ProductSupplierProduct_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperSupplierProduct,
product,/product/supplierProduct/{id},PUT,product/supplierProduct,Update supplierProduct.,,ProductSupplierProduct_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:SupplierProduct,200,200:application/json:ResponseWrapperSupplierProduct,
product,/product/unit,GET,product/unit,Find product units corresponding with sent data.,,ProductUnit_search,,,id (List of IDs); name (Names); nameShort (Short names); commonCode (Common codes); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProductUnit,
product,/product/unit,POST,product/unit,Create new product unit.,,ProductUnit_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProductUnit,201,201:application/json:ResponseWrapperProductUnit,
product,/product/unit/list,POST,product/unit,Create multiple product units.,,ProductUnitList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProductUnit],201,201:application/json:ListResponseProductUnit,
product,/product/unit/list,PUT,product/unit,Update list of product units.,,ProductUnitList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProductUnit],200,200:application/json:ListResponseProductUnit,
product,/product/unit/master,GET,product/unit/master,Find product units master corresponding with sent data.,,ProductUnitMaster_search,,,id (List of IDs); name (Names); nameShort (Short names); commonCode (Common codes); peppolName (Peppol names); peppolSymbol (Peppol symbols); isInactive (Inactive units); count (Number of elements to return); from (From index); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProductUnitMaster,
product,/product/unit/master/{id},GET,product/unit/master,Get product unit master by ID.,,ProductUnitMaster_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProductUnitMaster,
product,/product/unit/query,GET,product/unit,Wildcard search.,,ProductUnitQuery_query,,,query (Containing); count (Number of elements to return); fields (Fields filter pattern); from (From index); sorting (Sorting pattern),,,200,200:application/json:ListResponseProductUnit,
product,/product/unit/{id},DELETE,product/unit,Delete product unit by ID.,,ProductUnit_delete,id (Element ID),,,,,204,204:application/json,
product,/product/unit/{id},GET,product/unit,Get product unit by ID.,,ProductUnit_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProductUnit,
product,/product/unit/{id},PUT,product/unit,Update product unit.,,ProductUnit_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProductUnit,200,200:application/json:ResponseWrapperProductUnit,
product,/product/{id},DELETE,product,Delete product.,,Product_delete,id (Element ID),,,,,204,204:application/json,
product,/product/{id},GET,product,Get product by ID.,,Product_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProduct,
product,/product/{id},PUT,product,Update product.,,Product_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:Product,200,200:application/json:ResponseWrapperProduct,
product,/product/{id}/image,DELETE,product,Delete image.,,ProductImage_deleteImage,id (ID of Product containing the image to delete.),,,,,204,204:application/json,
product,/product/{id}/image,POST,product,Upload image to product. Existing image on product will be replaced if exists,,ProductImage_uploadImage,id (Product ID to upload image to.),,,multipart/form-data,multipart/form-data:object,201,201:application/json:ResponseWrapperProduct,
project,/project,DELETE,project,[BETA] Delete multiple projects.,,Project_deleteList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Project],204,204:application/json,BETA
project,/project,GET,project,Find projects corresponding with sent data.,,Project_search,,,"id (List of IDs); name (Containing); number (Equals); isOffer (Equals); projectManagerId (List of IDs); customerAccountManagerId (List of IDs); employeeInProjectId (List of IDs); departmentId (List of IDs); startDateFrom (From and including); startDateTo (To and excluding); endDateFrom (From and including); endDateTo (To and excluding); isClosed (Equals); isFixedPrice (Equals); customerId (Equals); externalAccountsNumber (Containing); includeRecentlyClosed (If isClosed is false, include projects that have been closed within the last 3 months. Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern)",,,200,200:application/json:ListResponseProject,
project,/project,POST,project,Add new project.,,Project_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:Project,201,201:application/json:ResponseWrapperProject,
project,/project/>forTimeSheet,GET,project,Find projects applicable for time sheet registration on a specific day.,,ProjectForTimeSheet_getForTimeSheet,,,includeProjectOffers (Equals); employeeId (Employee ID. Defaults to ID of token owner.); date (yyyy-MM-dd. Defaults to today.); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProject,
project,/project/batchPeriod/budgetStatusByProjectIds,GET,project/batchPeriod,Get the budget status for the projects in the specific period.,,ProjectBatchPeriodBudgetStatusByProjectIds_budgetStatusByProjectIds,,ids (ID of the elements),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectBudgetStatus,
project,/project/batchPeriod/invoicingReserveByProjectIds,GET,project/batchPeriod,Get the invoicing reserve for the projects in the specific period.,,ProjectBatchPeriodInvoicingReserveByProjectIds_invoicingReserveByProjectIds,,ids (ID of the elements); dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectPeriodInvoicingReserve,
project,/project/category,GET,project/category,Find project categories corresponding with sent data.,,ProjectCategory_search,,,id (List of IDs); name (Containing); number (Equals); description (Containing); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectCategory,
project,/project/category,POST,project/category,Add new project category.,,ProjectCategory_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectCategory,201,201:application/json:ResponseWrapperProjectCategory,
project,/project/category/{id},GET,project/category,Find project category by ID.,,ProjectCategory_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectCategory,
project,/project/category/{id},PUT,project/category,Update project category.,,ProjectCategory_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectCategory,200,200:application/json:ResponseWrapperProjectCategory,
project,/project/controlForm,GET,project/controlForm,[BETA] Get project control forms by project ID.,,ProjectControlForm_search,,projectId (Project ID),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectControlForm,BETA
project,/project/controlForm/{id},GET,project/controlForm,[BETA] Get project control form by ID.,,ProjectControlForm_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectControlForm,BETA
project,/project/controlFormType,GET,project/controlFormType,[BETA] Get project control form types,,ProjectControlFormType_search,,,from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectControlFormType,BETA
project,/project/controlFormType/{id},GET,project/controlFormType,[BETA] Get project control form type by ID.,,ProjectControlFormType_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectControlFormType,BETA
project,/project/dynamicControlForm/{id}/:copyFieldValuesFromLastEditedForm,PUT,project/dynamicControlForm,"Into each section in the specified form that only has empty or default values, and copyFieldValuesByDefault set as true in the form's template, copy field values from the equivalent section in the most recently edited control form. Signed or completed forms will not be affected.",,ProjectDynamicControlFormCopyFieldValuesFromLastEditedForm_copyFieldValuesFromLastEditedForm,id (The ID of the form that the values will be copied to),,,,,200,200:application/json,
project,/project/hourlyRates,GET,project/hourlyRates,Find project hourly rates corresponding with sent data.,,ProjectHourlyRates_search,,,id (List of IDs); projectId (List of IDs); type (Equals); startDateFrom (From and including); startDateTo (To and excluding); showInProjectOrder (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectHourlyRate,
project,/project/hourlyRates,POST,project/hourlyRates,Create a project hourly rate.,,ProjectHourlyRates_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectHourlyRate,201,201:application/json:ResponseWrapperProjectHourlyRate,
project,/project/hourlyRates/deleteByProjectIds,DELETE,project/hourlyRates,Delete project hourly rates by project id.,,ProjectHourlyRatesDeleteByProjectIds_deleteByProjectIds,,ids (ID of the elements); date (yyyy-MM-dd. Defaults to today.),,,,204,204:application/json:ListResponseProject,
project,/project/hourlyRates/list,DELETE,project/hourlyRates,Delete project hourly rates.,,ProjectHourlyRatesList_deleteByIds,,ids (ID of the elements),,,,204,204:application/json,
project,/project/hourlyRates/list,POST,project/hourlyRates,Create multiple project hourly rates.,,ProjectHourlyRatesList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProjectHourlyRate],201,201:application/json:ListResponseProjectHourlyRate,
project,/project/hourlyRates/list,PUT,project/hourlyRates,Update multiple project hourly rates.,,ProjectHourlyRatesList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProjectHourlyRate],200,200:application/json:ListResponseProjectHourlyRate,
project,/project/hourlyRates/projectSpecificRates,GET,project/hourlyRates/projectSpecificRates,Find project specific rates corresponding with sent data.,,ProjectHourlyRatesProjectSpecificRates_search,,,id (List of IDs); projectHourlyRateId (List of IDs); employeeId (List of IDs); activityId (List of IDs); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectSpecificRate,
project,/project/hourlyRates/projectSpecificRates,POST,project/hourlyRates/projectSpecificRates,Create new project specific rate.,,ProjectHourlyRatesProjectSpecificRates_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectSpecificRate,201,201:application/json:ResponseWrapperProjectSpecificRate,
project,/project/hourlyRates/projectSpecificRates/list,DELETE,project/hourlyRates/projectSpecificRates,Delete project specific rates.,,ProjectHourlyRatesProjectSpecificRatesList_deleteByIds,,ids (ID of the elements),,,,204,204:application/json,
project,/project/hourlyRates/projectSpecificRates/list,POST,project/hourlyRates/projectSpecificRates,Create multiple new project specific rates.,,ProjectHourlyRatesProjectSpecificRatesList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProjectSpecificRate],201,201:application/json:ListResponseProjectSpecificRate,
project,/project/hourlyRates/projectSpecificRates/list,PUT,project/hourlyRates/projectSpecificRates,Update multiple project specific rates.,,ProjectHourlyRatesProjectSpecificRatesList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProjectSpecificRate],200,200:application/json:ListResponseProjectSpecificRate,
project,/project/hourlyRates/projectSpecificRates/{id},DELETE,project/hourlyRates/projectSpecificRates,Delete project specific rate,,ProjectHourlyRatesProjectSpecificRates_delete,id (Element ID),,,,,204,204:application/json,
project,/project/hourlyRates/projectSpecificRates/{id},GET,project/hourlyRates/projectSpecificRates,Find project specific rate by ID.,,ProjectHourlyRatesProjectSpecificRates_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectSpecificRate,
project,/project/hourlyRates/projectSpecificRates/{id},PUT,project/hourlyRates/projectSpecificRates,Update a project specific rate.,,ProjectHourlyRatesProjectSpecificRates_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectSpecificRate,200,200:application/json:ResponseWrapperProjectSpecificRate,
project,/project/hourlyRates/updateOrAddHourRates,PUT,project/hourlyRates,Update or add the same project hourly rate from project overview.,,ProjectHourlyRatesUpdateOrAddHourRates_updateOrAddHourRates,,ids (ID of the elements),,application/json,application/json:HourlyRate,200,200:application/json:ListResponseProjectHourlyRate,
project,/project/hourlyRates/{id},DELETE,project/hourlyRates,Delete Project Hourly Rate,,ProjectHourlyRates_delete,id (Element ID),,,,,204,204:application/json,
project,/project/hourlyRates/{id},GET,project/hourlyRates,Find project hourly rate by ID.,,ProjectHourlyRates_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectHourlyRate,
project,/project/hourlyRates/{id},PUT,project/hourlyRates,Update a project hourly rate.,,ProjectHourlyRates_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectHourlyRate,200,200:application/json:ResponseWrapperProjectHourlyRate,
project,/project/import,POST,"project/import, project",Upload project import file.,,ProjectImport_importProjectStatement,,fileFormat (File format),encoding (Encoding); delimiter (Delimiter); ignoreFirstRow (Ignore first row),multipart/form-data,multipart/form-data:object,201,201:application/json:ListResponseProject,
project,/project/list,DELETE,project,[BETA] Delete projects.,,ProjectList_deleteByIds,,ids (ID of the elements),,,,204,204:application/json,BETA
project,/project/list,POST,project,[BETA] Register new projects. Multiple projects for different users can be sent in the same request.,,ProjectList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Project],201,201:application/json:ListResponseProject,BETA
project,/project/list,PUT,project,[BETA] Update multiple projects.,,ProjectList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Project],200,200:application/json:ListResponseProject,BETA
project,/project/number/{number},GET,project,Find project by number.,,ProjectNumber_getByNumber,number (Number of the project),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProject,
project,/project/orderline,GET,project/orderline,[BETA] Find all order lines for project.,,ProjectOrderline_search,,projectId (Equals),isBudget (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectOrderLine,BETA
project,/project/orderline,POST,project/orderline,"[BETA] Create order line. When creating several order lines, use /list for better performance.",,ProjectOrderline_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectOrderLine,201,201:application/json:ResponseWrapperProjectOrderLine,BETA
project,/project/orderline/list,POST,project/orderline,[BETA] Create multiple order lines.,,ProjectOrderlineList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProjectOrderLine],201,201:application/json:ListResponseProjectOrderLine,BETA
project,/project/orderline/orderLineTemplate,GET,project/orderline,[BETA] Get order line template from project and product,,ProjectOrderlineOrderLineTemplate_orderLineTemplate,,projectId (Equals); productId (Equals),fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectOrderLine,BETA
project,/project/orderline/query,GET,project/orderline,[BETA] Wildcard search.,,ProjectOrderlineQuery_query,,,id (List of IDs); projectId (Equals); query (Containing); isBudget (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectOrderLine,BETA
project,/project/orderline/{id},DELETE,project/orderline,Delete order line by ID.,,ProjectOrderline_delete,id (Element ID),,,,,204,204:application/json,
project,/project/orderline/{id},GET,project/orderline,[BETA] Get order line by ID.,,ProjectOrderline_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectOrderLine,BETA
project,/project/orderline/{id},PUT,project/orderline,[BETA] Update project orderline.,,ProjectOrderline_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectOrderLine,200,200:application/json:ResponseWrapperProjectOrderLine,BETA
project,/project/participant,POST,project/participant,[BETA] Add new project participant.,,ProjectParticipant_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectParticipant,201,201:application/json:ResponseWrapperProjectParticipant,BETA
project,/project/participant/list,DELETE,project/participant,[BETA] Delete project participants.,,ProjectParticipantList_deleteByIds,,ids (ID of the elements),,,,204,204:application/json,BETA
project,/project/participant/list,POST,project/participant,[BETA] Add new project participant. Multiple project participants can be sent in the same request.,,ProjectParticipantList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[ProjectParticipant],201,201:application/json:ListResponseProjectParticipant,BETA
project,/project/participant/{id},GET,project/participant,[BETA] Find project participant by ID.,,ProjectParticipant_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectParticipant,BETA
project,/project/participant/{id},PUT,project/participant,[BETA] Update project participant.,,ProjectParticipant_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectParticipant,200,200:application/json:ResponseWrapperProjectParticipant,BETA
project,/project/projectActivity,POST,project/projectActivity,Add project activity.,,ProjectProjectActivity_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectActivity,201,201:application/json:ResponseWrapperProjectActivity,
project,/project/projectActivity/list,DELETE,project/projectActivity,Delete project activities,,ProjectProjectActivityList_deleteByIds,,ids (ID of the elements),,,,204,204:application/json,
project,/project/projectActivity/{id},DELETE,project/projectActivity,Delete project activity,,ProjectProjectActivity_delete,id (Element ID),,,,,204,204:application/json,
project,/project/projectActivity/{id},GET,project/projectActivity,Find project activity by id,,ProjectProjectActivity_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectActivity,
project,/project/resourcePlanBudget,GET,"project/resourceplan, project/resourcePlanBudget",Get resource plan entries in the specified period.,,ProjectResourcePlanBudget_get,,periodStart (From and including); periodEnd (To and excluding); periodType (Equals),projectId (Equals); fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperResourcePlanBudget,
project,/project/settings,GET,project/settings,Get project settings of logged in company.,,ProjectSettings_get,,,useNkode (Equals); fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectSettings,
project,/project/settings,PUT,project/settings,Update project settings for company,,ProjectSettings_put,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectSettings,200,200:application/json:ResponseWrapperProjectSettings,
project,/project/subcontract,GET,project/subcontract,Find project sub-contracts corresponding with sent data.,,ProjectSubcontract_search,,projectId (Equals),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectSubContract,
project,/project/subcontract,POST,project/subcontract,Add new project sub-contract.,,ProjectSubcontract_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectSubContract,201,201:application/json:ResponseWrapperProjectSubContract,
project,/project/subcontract/query,GET,project/subcontract,Wildcard search.,,ProjectSubcontractQuery_query,,,id (List of IDs); projectId (Equals); query (Containing); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectSubContract,
project,/project/subcontract/{id},DELETE,project/subcontract,Delete project sub-contract by ID.,,ProjectSubcontract_delete,id (Element ID),,,,,204,204:application/json,
project,/project/subcontract/{id},GET,project/subcontract,Find project sub-contract by ID.,,ProjectSubcontract_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectSubContract,
project,/project/subcontract/{id},PUT,project/subcontract,Update project sub-contract.,,ProjectSubcontract_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProjectSubContract,200,200:application/json:ResponseWrapperProjectSubContract,
project,/project/task,GET,project/task,Find all tasks for project.,,ProjectTask_search,,projectId (Equals),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseTask,
project,/project/template/{id},GET,project/template,Get project template by ID.,,ProjectTemplate_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectTemplate,
project,/project/{id},DELETE,project,[BETA] Delete project.,,Project_delete,id (Element ID),,,,,204,204:application/json,BETA
project,/project/{id},GET,project,Find project by ID.,,Project_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProject,
project,/project/{id},PUT,project,[BETA] Update project.,,Project_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:Project,200,200:application/json:ResponseWrapperProject,BETA
project,/project/{id}/period/budgetStatus,GET,"project/period, project/{id}/period",Get the budget status for the project period,,ProjectPeriodBudgetStatus_getBudgetStatus,id (Element ID for filtering),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectBudgetStatus,
project,/project/{id}/period/hourlistReport,GET,"project/period, project/{id}/period",Find hourlist report by project period.,,ProjectPeriodHourlistReport_hourlistReport,id (Element ID for filtering),dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectPeriodHourlyReport,
project,/project/{id}/period/invoiced,GET,"project/period, project/{id}/period",Find invoiced info by project period.,,ProjectPeriodInvoiced_invoiced,id (Element ID for filtering),dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectPeriodInvoiced,
project,/project/{id}/period/invoicingReserve,GET,"project/period, project/{id}/period",Find invoicing reserve by project period.,,ProjectPeriodInvoicingReserve_invoicingReserve,id (Element ID for filtering),dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectPeriodInvoicingReserve,
project,/project/{id}/period/monthlyStatus,GET,"project/period, project/{id}/period",Find overall status by project period.,,ProjectPeriodMonthlyStatus_monthlyStatus,id (Element ID for filtering),dateFrom (Will be set to the first day of the provided date's month. Format is yyyy-MM-dd (from and incl.).); dateTo (Must be in the same year as dateFrom. Will be set to the last day of the provided date's month. Format is yyyy-MM-dd (to and incl.).),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectPeriodMonthlyStatus,
project,/project/{id}/period/overallStatus,GET,"project/period, project/{id}/period",Find overall status by project period.,,ProjectPeriodOverallStatus_overallStatus,id (Element ID for filtering),dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectPeriodOverallStatus,
purchaseOrder,/purchaseOrder,GET,purchaseOrder,Find purchase orders with send data. Only available for Logistics Basic.,,PurchaseOrder_search,,,number (Equals); deliveryDateFrom (Format is yyyy-MM-dd (from and incl.).); deliveryDateTo (Format is yyyy-MM-dd (to and incl.).); creationDateFrom (Format is yyyy-MM-dd (from and incl.).); creationDateTo (Format is yyyy-MM-dd (to and incl.).); id (List of IDs); supplierId (List of IDs); projectId (List of IDs); isClosed (Equals); withDeviationOnly (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponsePurchaseOrder,Only available for Logistics Basic
purchaseOrder,/purchaseOrder,POST,purchaseOrder,Creates a new purchase order. Only available for Logistics Basic.,,PurchaseOrder_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:PurchaseOrder,201,201:application/json:ResponseWrapperPurchaseOrder,Only available for Logistics Basic
purchaseOrder,/purchaseOrder/deviation,GET,purchaseOrder/deviation,Find handled deviations for purchase order. Only available for Logistics Basic.,,PurchaseOrderDeviation_search,,purchaseOrderId (Equals),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseDeviation,Only available for Logistics Basic
purchaseOrder,/purchaseOrder/deviation,POST,purchaseOrder/deviation,Register deviation on goods receipt. Only available for Logistics Basic.,,PurchaseOrderDeviation_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:Deviation,201,201:application/json:ResponseWrapperDeviation,Only available for Logistics Basic
purchaseOrder,/purchaseOrder/deviation/list,POST,purchaseOrder/deviation,Register multiple deviations. Only available for Logistics Basic.,,PurchaseOrderDeviationList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Deviation],201,201:application/json:ListResponseDeviation,Only available for Logistics Basic
purchaseOrder,/purchaseOrder/deviation/list,PUT,purchaseOrder/deviation,Update multiple deviations. Only available for Logistics Basic.,,PurchaseOrderDeviationList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Deviation],200,200:application/json:ListResponseDeviation,Only available for Logistics Basic
purchaseOrder,/purchaseOrder/deviation/{id},DELETE,purchaseOrder/deviation,Delete goods receipt by purchase order ID. Only available for Logistics Basic.,,PurchaseOrderDeviation_delete,id (Element ID),,,,,204,204:application/json,Only available for Logistics Basic
purchaseOrder,/purchaseOrder/deviation/{id},GET,purchaseOrder/deviation,Get deviation by order line ID. Only available for Logistics Basic.,,PurchaseOrderDeviation_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperDeviation,Only available for Logistics Basic
